alcohol,sugar,pH,class
9.5,6.5,3.14,1.0
9.5,10.3,2.93,1.0
8.9,8.1,2.9,1.0
8.9,8.1,2.9,1.0
9.9,8.6,3.29,1.0
12.6,1.9,3.29,1.0
9.7,14.1,2.72,1.0
10.4,7.9,2.96,1.0
9.1,10.7,2.93,1.0
10.4,1.2,3.01,1.0
9.5,10.3,2.93,1.0
8.9,8.1,2.9,1.0
10.6,1.9,3.16,1.0
12.0,2.7,3.12,1.0
12.5,5.7,2.93,1.0
9.6,9.3,3.21,1.0
9.2,8.1,3.08,1.0
9.9,1.3,3.04,1.0
11.7,8.5,2.96,1.0
9.6,2.1,3.09,1.0
12.0,3.5,3.0,1.0
12.5,5.7,2.93,1.0
9.2,8.1,3.08,1.0
9.9,1.3,3.04,1.0
8.9,14.4,3.17,1.0
9.0,13.7,3.24,1.0
10.2,11.1,3.03,1.0
9.6,9.3,3.21,1.0
9.4,4.9,3.29,1.0
10.4,1.7,2.97,1.0
10.4,1.6,3.15,1.0
10.0,1.4,3.16,1.0
10.0,1.4,3.16,1.0
10.5,1.6,3.05,1.0
11.4,6.8,3.23,1.0
10.2,9.7,3.08,1.0
10.4,10.5,3.04,1.0
11.0,2.0,3.24,1.0
10.1,6.2,2.89,1.0
9.2,8.3,3.0,1.0
10.3,1.6,3.23,1.0
10.2,9.7,3.08,1.0
10.4,10.5,3.04,1.0
11.1,4.6,3.23,1.0
9.9,1.2,3.33,1.0
9.0,7.6,3.14,1.0
8.6,15.0,2.93,1.0
9.0,7.6,3.14,1.0
8.6,15.0,2.93,1.0
9.5,11.6,3.18,1.0
9.0,1.1,3.02,1.0
10.0,7.8,2.99,1.0
9.0,12.0,3.6,1.0
9.0,1.1,3.02,1.0
10.2,1.4,3.34,1.0
9.6,6.7,3.04,1.0
9.7,17.2,2.96,1.0
10.2,1.4,3.02,1.0
13.0,8.2,3.01,1.0
10.8,4.3,3.37,1.0
9.7,17.2,2.96,1.0
9.0,11.1,2.89,1.0
9.9,1.1,3.37,1.0
9.2,7.2,3.29,1.0
8.7,16.6,2.96,1.0
10.1,1.0,2.79,1.0
10.1,1.0,2.79,1.0
9.5,1.3,2.9,1.0
9.9,1.4,3.17,1.0
8.7,16.6,2.96,1.0
9.0,6.9,3.19,1.0
8.6,13.3,3.03,1.0
10.5,8.1,3.12,1.0
9.5,9.2,3.09,1.0
10.1,1.4,3.43,1.0
11.7,3.2,3.53,1.0
10.7,2.5,3.23,1.0
11.7,3.2,3.53,1.0
9.2,4.5,3.15,1.0
8.8,18.35,3.17,1.0
8.8,18.35,3.17,1.0
9.5,7.8,3.24,1.0
10.2,7.0,3.57,1.0
9.1,6.3,3.25,1.0
10.5,1.2,3.19,1.0
9.0,12.8,3.09,1.0
8.9,14.2,3.14,1.0
8.9,14.2,3.14,1.0
8.9,14.2,3.14,1.0
8.9,14.2,3.14,1.0
8.9,14.2,3.14,1.0
9.1,16.65,3.2,1.0
10.1,1.9,3.2,1.0
10.0,7.7,3.12,1.0
9.5,10.4,3.11,1.0
12.3,3.3,3.08,1.0
9.1,1.1,3.24,1.0
8.9,14.2,3.14,1.0
9.6,6.3,3.5,1.0
11.6,5.25,3.13,1.0
8.8,14.6,3.34,1.0
8.9,11.8,3.34,1.0
8.8,14.6,3.34,1.0
8.9,11.8,3.34,1.0
8.9,11.8,3.34,1.0
9.0,17.3,3.13,1.0
10.0,1.4,3.19,1.0
10.0,1.3,3.18,1.0
11.1,1.6,3.36,1.0
11.6,5.25,3.13,1.0
10.6,2.4,3.42,1.0
8.8,14.6,3.34,1.0
8.9,11.8,3.34,1.0
10.1,1.5,3.34,1.0
10.0,1.8,3.52,1.0
12.2,7.7,3.18,1.0
11.0,2.0,3.23,1.0
10.0,1.8,3.52,1.0
11.1,1.4,3.37,1.0
10.4,16.7,3.22,1.0
11.8,8.1,2.94,1.0
10.8,8.0,3.11,1.0
12.5,4.7,3.3,1.0
11.8,8.1,2.94,1.0
11.6,2.1,3.25,1.0
10.4,16.7,3.22,1.0
11.5,6.4,3.19,1.0
10.1,1.5,3.23,1.0
9.2,7.6,3.11,1.0
10.1,1.5,3.23,1.0
9.2,12.4,3.07,1.0
8.9,1.3,3.08,1.0
10.1,1.7,3.09,1.0
8.9,8.1,3.13,1.0
9.7,7.1,3.1,1.0
9.2,7.6,3.11,1.0
11.0,2.3,3.06,1.0
10.7,6.5,3.14,1.0
10.8,1.4,3.24,1.0
9.8,12.7,3.41,1.0
11.0,1.6,3.25,1.0
10.4,1.1,2.97,1.0
10.2,1.2,3.8,1.0
10.7,6.5,3.14,1.0
9.0,4.6,3.34,1.0
10.6,0.6,3.08,1.0
9.5,10.6,3.22,1.0
9.0,4.6,3.34,1.0
9.2,4.8,3.34,1.0
11.0,2.7,2.97,1.0
9.9,12.6,3.28,1.0
10.6,0.6,3.08,1.0
9.3,9.2,3.38,1.0
9.6,6.6,3.14,1.0
9.5,7.0,3.14,1.0
9.7,8.45,3.39,1.0
9.7,11.1,2.93,1.0
8.7,18.15,3.3,1.0
8.7,18.15,3.3,1.0
12.4,4.1,3.01,1.0
12.4,4.1,3.01,1.0
10.6,4.6,3.07,1.0
8.7,18.15,3.3,1.0
12.0,4.9,3.36,1.0
9.0,8.3,3.12,1.0
8.8,1.4,3.13,1.0
9.5,11.5,3.22,1.0
10.8,1.8,3.32,1.0
11.4,1.6,3.16,1.0
10.3,2.4,3.6,1.0
9.5,4.9,3.3,1.0
9.9,1.8,3.15,1.0
10.2,4.3,3.16,1.0
10.2,4.4,3.16,1.0
11.0,1.4,3.44,1.0
12.1,1.6,3.22,1.0
9.1,1.3,3.26,1.0
9.5,5.2,3.26,1.0
9.5,5.6,3.27,1.0
9.8,5.3,3.31,1.0
9.5,4.9,3.3,1.0
10.3,2.4,3.6,1.0
9.6,1.6,3.3,1.0
10.2,2.1,3.52,1.0
10.5,1.4,3.68,1.0
10.4,7.1,3.32,1.0
9.6,1.6,3.3,1.0
10.7,10.7,3.22,1.0
10.5,11.1,3.15,1.0
10.6,10.7,2.85,1.0
9.6,1.6,3.29,1.0
9.6,1.6,3.29,1.0
9.5,1.5,3.14,1.0
9.4,1.5,3.12,1.0
9.8,1.6,3.22,1.0
9.6,1.6,3.29,1.0
9.2,8.0,3.16,1.0
9.5,7.7,3.17,1.0
9.2,2.7,3.34,1.0
9.4,15.1,2.94,1.0
9.4,15.1,2.94,1.0
9.3,8.9,3.4,1.0
9.1,6.0,3.19,1.0
9.5,12.3,3.36,1.0
9.1,13.1,3.42,1.0
10.6,6.7,3.63,1.0
9.5,12.3,3.36,1.0
12.4,2.3,3.19,1.0
8.7,11.1,3.18,1.0
8.8,1.5,3.12,1.0
10.6,6.7,3.63,1.0
9.1,6.0,3.19,1.0
9.0,15.2,3.02,1.0
10.3,10.2,3.16,1.0
9.1,13.1,3.42,1.0
9.5,10.7,3.12,1.0
8.8,17.1,3.3,1.0
8.8,17.1,3.3,1.0
8.8,17.1,3.3,1.0
9.9,1.9,3.38,1.0
9.5,10.7,3.12,1.0
8.8,17.1,3.3,1.0
11.7,1.2,3.14,1.0
10.8,1.2,3.21,1.0
12.0,3.1,3.43,1.0
10.3,1.5,3.2,1.0
9.0,10.7,3.05,1.0
12.2,4.9,3.19,1.0
9.9,12.6,3.39,1.0
9.0,10.7,3.05,1.0
12.2,4.9,3.19,1.0
10.1,12.15,3.2,1.0
9.3,12.0,3.31,1.0
9.5,1.7,3.1,1.0
9.2,2.6,3.43,1.0
11.7,1.4,3.27,1.0
11.0,1.9,3.35,1.0
9.6,16.9,3.37,1.0
9.6,16.9,3.37,1.0
11.9,2.1,2.99,1.0
10.8,7.0,3.25,1.0
10.1,7.1,3.38,1.0
10.9,5.9,3.25,1.0
10.1,7.1,3.38,1.0
10.4,8.7,3.27,1.0
9.2,13.2,3.05,1.0
9.6,15.3,3.27,1.0
9.6,15.3,3.27,1.0
9.0,13.2,3.1,1.0
11.5,2.7,3.4,1.0
10.2,10.65,3.17,1.0
9.9,10.0,3.4,1.0
9.6,6.8,3.44,1.0
10.6,15.6,3.1,1.0
9.2,13.2,3.05,1.0
11.8,5.1,3.24,1.0
12.2,3.0,3.18,1.0
9.6,15.3,3.27,1.0
10.6,2.1,3.2,1.0
10.3,1.9,3.27,1.0
10.2,8.6,3.12,1.0
10.7,8.75,3.11,1.0
11.7,3.6,3.05,1.0
12.0,4.7,3.01,1.0
10.6,1.3,3.52,1.0
12.2,1.8,3.3,1.0
11.0,9.7,3.47,1.0
12.4,4.0,3.23,1.0
9.4,2.4,2.77,1.0
12.0,4.7,3.01,1.0
11.6,18.8,2.96,1.0
9.4,1.8,3.18,1.0
9.4,1.8,3.18,1.0
9.1,12.8,3.14,1.0
9.1,12.8,3.14,1.0
9.1,12.8,3.14,1.0
9.1,12.8,3.14,1.0
9.1,12.8,3.14,1.0
9.2,7.8,3.23,1.0
9.2,16.75,3.15,1.0
9.1,12.8,3.14,1.0
9.1,12.8,3.14,1.0
9.2,7.8,3.23,1.0
9.0,5.4,3.25,1.0
9.2,16.75,3.15,1.0
10.8,1.3,3.22,1.0
9.5,10.1,3.4,1.0
11.0,3.8,3.11,1.0
10.0,10.9,3.24,1.0
9.5,6.6,3.22,1.0
10.1,9.8,3.29,1.0
9.5,11.7,3.19,1.0
9.5,1.2,3.08,1.0
9.5,1.4,3.11,1.0
9.4,9.6,3.35,1.0
9.4,12.2,2.92,1.0
12.7,2.6,3.31,1.0
9.7,10.7,3.09,1.0
9.7,4.9,3.27,1.0
9.4,12.2,2.92,1.0
9.4,9.6,3.35,1.0
9.5,1.4,3.11,1.0
11.7,1.1,3.1,1.0
11.7,1.0,3.09,1.0
9.7,8.2,3.16,1.0
9.5,11.3,3.24,1.0
9.1,7.3,3.25,1.0
10.3,2.3,3.23,1.0
9.7,8.2,3.16,1.0
9.9,2.1,3.21,1.0
9.9,2.0,3.22,1.0
10.2,10.0,3.26,1.0
12.1,15.75,3.0,1.0
11.3,3.9,3.15,1.0
11.4,2.0,3.19,1.0
12.2,1.5,3.17,1.0
9.9,1.6,3.18,1.0
10.3,1.4,3.63,1.0
12.2,1.5,3.17,1.0
10.4,1.4,3.52,1.0
11.4,2.0,3.19,1.0
9.9,13.8,3.13,1.0
10.0,1.3,3.32,1.0
11.5,3.8,3.21,1.0
10.5,6.9,3.44,1.0
12.5,2.2,3.28,1.0
10.5,1.6,2.98,1.0
9.9,13.8,3.13,1.0
11.4,10.8,3.06,1.0
9.8,12.8,3.42,1.0
11.4,10.8,3.06,1.0
9.2,15.3,3.03,1.0
8.9,12.1,3.08,1.0
8.9,12.0,3.07,1.0
9.5,11.6,2.92,1.0
11.5,9.2,3.21,1.0
9.5,11.6,2.92,1.0
11.5,9.2,3.21,1.0
9.5,2.8,2.96,1.0
9.7,1.6,3.35,1.0
9.7,6.1,3.17,1.0
9.5,8.5,3.32,1.0
9.4,7.8,3.16,1.0
9.0,14.9,3.13,1.0
10.6,6.2,3.6,1.0
9.5,8.5,3.32,1.0
9.1,8.2,3.16,1.0
9.4,7.8,3.16,1.0
8.8,10.6,3.05,1.0
10.4,11.2,3.54,1.0
8.9,11.6,3.13,1.0
10.6,7.1,3.16,1.0
9.0,14.9,3.13,1.0
10.6,6.2,3.6,1.0
10.6,1.7,3.28,1.0
9.0,7.7,3.23,1.0
8.8,17.3,3.08,1.0
10.5,1.4,3.54,1.0
9.5,7.7,3.16,1.0
9.0,7.7,3.23,1.0
10.4,3.4,3.14,1.0
10.0,1.6,3.38,1.0
10.4,1.4,2.97,1.0
9.0,1.4,3.11,1.0
9.3,10.4,3.24,1.0
9.0,1.4,3.11,1.0
9.3,10.4,3.24,1.0
9.0,4.1,3.18,1.0
11.5,2.8,3.06,1.0
9.0,15.7,3.11,1.0
10.4,10.9,3.52,1.0
9.0,15.7,3.11,1.0
10.6,6.5,3.08,1.0
10.4,10.9,3.52,1.0
8.5,5.9,3.47,1.0
9.3,17.3,3.07,1.0
10.5,1.4,3.53,1.0
9.9,13.5,3.39,1.0
10.4,8.5,3.4,1.0
10.1,6.2,3.35,1.0
10.5,1.4,3.53,1.0
9.2,14.95,3.04,1.0
9.4,7.7,3.17,1.0
10.6,1.3,3.53,1.0
9.4,7.7,3.17,1.0
8.7,1.3,3.08,1.0
10.2,1.3,3.61,1.0
10.3,1.3,3.61,1.0
9.5,15.6,3.06,1.0
9.5,15.6,3.06,1.0
9.5,15.6,3.06,1.0
9.5,15.6,3.06,1.0
9.4,4.9,3.17,1.0
9.4,5.0,3.17,1.0
9.5,15.6,3.06,1.0
12.6,6.5,3.16,1.0
10.5,1.4,3.52,1.0
10.8,2.7,3.1,1.0
9.9,1.2,3.18,1.0
12.6,6.5,3.16,1.0
12.2,6.4,3.38,1.0
10.0,6.9,3.23,1.0
10.6,7.2,3.29,1.0
9.5,10.6,3.24,1.0
12.8,3.5,3.34,1.0
12.2,6.4,3.38,1.0
12.6,2.3,3.34,1.0
9.4,12.05,3.45,1.0
9.0,7.0,3.21,1.0
9.1,11.8,3.23,1.0
9.4,1.4,3.06,1.0
12.2,5.0,3.33,1.0
10.0,2.2,3.21,1.0
9.2,14.6,2.93,1.0
9.3,1.6,3.11,1.0
9.8,1.3,3.14,1.0
9.2,14.6,2.93,1.0
12.0,2.8,3.34,1.0
9.3,1.6,3.11,1.0
12.6,3.3,3.33,1.0
12.2,6.3,3.31,1.0
11.0,8.1,3.4,1.0
12.0,1.6,3.25,1.0
8.8,10.6,3.16,1.0
8.9,11.8,3.17,1.0
12.7,1.7,3.59,1.0
11.8,8.1,3.1,1.0
10.2,1.4,3.79,1.0
9.9,1.3,3.24,1.0
11.1,1.8,3.35,1.0
9.4,7.2,3.22,1.0
9.7,1.1,3.13,1.0
9.7,11.95,3.11,1.0
9.7,1.1,3.13,1.0
9.7,11.95,3.11,1.0
9.8,2.2,3.19,1.0
9.3,12.7,3.25,1.0
10.5,1.4,2.95,1.0
9.3,10.6,3.47,1.0
12.6,1.9,3.45,1.0
8.9,17.8,3.44,1.0
10.3,10.2,3.18,1.0
10.6,4.8,3.29,1.0
9.0,9.8,3.15,1.0
9.7,8.4,3.48,1.0
9.5,7.2,3.22,1.0
10.3,4.8,3.49,1.0
9.7,8.4,3.48,1.0
12.3,4.5,3.21,1.0
10.5,1.4,3.4,1.0
9.5,7.2,3.22,1.0
10.0,11.0,3.11,1.0
8.8,11.1,3.08,1.0
10.9,2.6,3.0,1.0
12.2,2.0,2.95,1.0
9.5,10.1,3.06,1.0
10.0,13.3,3.47,1.0
9.6,11.4,3.11,1.0
8.7,1.3,3.13,1.0
10.7,1.4,3.39,1.0
11.1,1.4,3.43,1.0
12.5,7.0,3.25,1.0
10.4,2.0,3.3,1.0
11.5,1.2,3.2,1.0
9.4,12.9,3.05,1.0
9.3,5.0,3.03,1.0
10.1,10.1,3.17,1.0
9.7,3.75,3.28,1.0
10.5,1.7,3.49,1.0
9.7,12.6,3.42,1.0
9.2,1.3,3.59,1.0
9.8,1.6,3.19,1.0
9.0,7.6,3.12,1.0
9.1,8.1,3.15,1.0
10.4,14.9,3.25,1.0
10.7,6.0,3.68,1.0
10.5,6.0,3.59,1.0
9.2,7.2,3.21,1.0
11.5,3.0,3.28,1.0
10.4,1.2,3.05,1.0
12.0,2.0,3.3,1.0
12.2,4.9,3.38,1.0
12.0,2.0,3.3,1.0
9.8,8.9,3.29,1.0
9.3,16.45,3.1,1.0
9.6,2.0,3.49,1.0
9.5,1.9,3.49,1.0
10.2,5.1,3.5,1.0
10.4,4.4,3.24,1.0
11.0,5.8,3.28,1.0
10.4,4.4,3.24,1.0
8.7,12.9,3.05,1.0
9.9,1.3,3.29,1.0
9.9,1.3,3.29,1.0
11.3,1.2,3.06,1.0
12.0,2.7,3.38,1.0
10.7,1.7,3.43,1.0
10.1,8.2,3.13,1.0
9.6,1.5,3.25,1.0
9.6,1.5,3.25,1.0
8.7,12.9,3.29,1.0
10.3,3.9,3.54,1.0
9.1,17.75,2.98,1.0
11.8,4.9,3.17,1.0
11.9,1.6,3.15,1.0
10.3,1.4,3.66,1.0
10.0,2.0,3.09,1.0
10.2,2.0,3.1,1.0
10.0,8.2,3.12,1.0
12.7,2.1,2.96,1.0
9.6,1.8,3.04,1.0
9.5,8.5,3.16,1.0
12.7,4.45,3.17,1.0
11.0,5.8,3.34,1.0
9.1,13.0,3.1,1.0
10.2,2.7,3.35,1.0
10.1,7.3,3.38,1.0
9.2,19.1,3.05,1.0
9.4,8.8,3.47,1.0
10.2,2.7,3.35,1.0
9.2,7.4,3.53,1.0
10.0,2.3,2.98,1.0
10.1,6.85,3.38,1.0
9.0,11.4,3.15,1.0
9.5,0.9,3.16,1.0
9.1,19.35,3.39,1.0
13.3,7.9,3.05,1.0
9.5,11.75,3.26,1.0
9.2,7.7,3.56,1.0
10.1,3.0,3.36,1.0
9.2,7.7,3.56,1.0
10.1,3.0,3.36,1.0
11.2,1.5,3.27,1.0
9.8,7.5,3.14,1.0
11.2,1.5,3.27,1.0
9.8,7.5,3.14,1.0
9.4,8.3,3.22,1.0
9.0,7.05,3.23,1.0
9.4,8.4,3.21,1.0
8.9,13.9,3.11,1.0
9.1,17.5,3.02,1.0
9.8,5.6,3.17,1.0
9.4,9.4,3.17,1.0
10.0,4.8,3.13,1.0
9.4,9.4,3.17,1.0
9.9,9.7,3.48,1.0
10.0,6.3,3.14,1.0
11.5,1.6,3.17,1.0
9.2,14.6,3.0,1.0
10.0,2.5,3.15,1.0
9.2,14.6,3.0,1.0
10.0,2.6,3.15,1.0
10.0,2.5,3.15,1.0
9.8,8.2,3.43,1.0
10.5,1.5,3.36,1.0
10.6,2.3,3.45,1.0
9.4,10.0,3.28,1.0
9.4,10.0,3.28,1.0
11.0,1.6,3.38,1.0
10.8,1.6,3.53,1.0
9.0,16.0,3.3,1.0
9.6,10.4,3.07,1.0
10.6,7.4,3.19,1.0
10.6,7.4,3.19,1.0
9.6,10.4,3.07,1.0
9.2,16.05,3.08,1.0
9.2,16.05,3.08,1.0
9.5,2.6,2.89,1.0
9.5,2.5,2.89,1.0
10.3,10.8,3.47,1.0
8.8,1.2,3.08,1.0
8.7,12.1,2.98,1.0
8.7,11.95,2.98,1.0
10.2,1.7,3.2,1.0
10.1,0.8,3.25,1.0
9.5,1.4,3.21,1.0
9.5,1.3,3.1,1.0
11.6,6.3,3.54,1.0
10.7,10.3,3.13,1.0
10.1,15.55,3.11,1.0
11.1,1.5,3.32,1.0
9.8,1.5,3.22,1.0
9.0,1.4,3.08,1.0
11.1,1.5,3.32,1.0
9.5,7.9,3.19,1.0
9.4,13.0,3.37,1.0
10.2,1.0,3.24,1.0
9.8,4.85,3.1,1.0
9.5,7.1,3.19,1.0
9.5,7.9,3.19,1.0
9.0,7.5,3.17,1.0
10.1,7.6,3.1,1.0
8.8,10.3,3.02,1.0
11.9,1.7,2.97,1.0
11.9,1.7,2.97,1.0
9.3,19.95,3.19,1.0
10.0,7.7,3.33,1.0
9.5,5.3,3.21,1.0
9.3,19.95,3.19,1.0
9.7,12.7,3.16,1.0
9.7,12.7,3.16,1.0
10.2,1.5,3.19,1.0
10.8,11.3,3.11,1.0
8.8,18.1,3.27,1.0
8.8,18.1,3.27,1.0
11.4,7.0,3.32,1.0
8.8,18.1,3.27,1.0
9.8,6.4,3.14,1.0
9.4,1.4,3.17,1.0
9.4,1.4,3.17,1.0
9.4,3.1,3.21,1.0
9.4,14.1,3.2,1.0
9.7,7.7,3.22,1.0
12.3,5.2,3.35,1.0
9.8,11.6,3.33,1.0
9.0,10.4,3.12,1.0
9.2,7.5,3.26,1.0
9.4,11.2,3.19,1.0
9.9,0.8,3.28,1.0
9.8,1.4,3.07,1.0
12.3,4.7,3.36,1.0
11.9,3.1,3.02,1.0
10.2,4.0,3.27,1.0
9.5,11.3,3.14,1.0
11.9,3.1,3.02,1.0
9.2,8.1,3.24,1.0
9.7,14.8,3.18,1.0
11.5,1.4,3.36,1.0
10.4,8.1,3.17,1.0
11.6,3.5,3.22,1.0
9.7,14.8,3.18,1.0
10.4,8.1,3.17,1.0
11.5,1.4,3.36,1.0
10.2,1.5,3.27,1.0
9.8,1.5,3.38,1.0
9.0,12.8,3.24,1.0
10.5,1.6,3.38,1.0
9.4,7.1,3.16,1.0
9.4,7.1,3.16,1.0
10.8,11.2,3.21,1.0
10.7,1.7,3.17,1.0
10.6,6.7,3.08,1.0
9.2,17.3,3.15,1.0
9.5,8.6,3.28,1.0
9.5,8.6,3.28,1.0
10.0,1.5,3.41,1.0
10.6,12.1,3.13,1.0
10.6,6.7,3.08,1.0
10.6,10.7,3.13,1.0
9.2,17.3,3.15,1.0
11.0,1.8,3.24,1.0
11.2,1.4,3.25,1.0
9.6,7.5,3.32,1.0
9.4,4.8,3.21,1.0
9.5,7.1,3.2,1.0
9.3,16.9,3.09,1.0
9.4,4.8,3.21,1.0
9.5,7.1,3.2,1.0
9.4,11.3,3.07,1.0
11.2,1.1,3.13,1.0
11.2,1.2,3.14,1.0
11.2,1.1,3.13,1.0
8.8,12.9,3.0,1.0
11.2,1.2,3.14,1.0
11.2,1.1,3.13,1.0
9.4,1.2,3.2,1.0
11.1,2.3,3.06,1.0
9.6,10.0,3.08,1.0
11.1,2.3,3.06,1.0
9.4,1.2,3.2,1.0
10.6,1.4,2.95,1.0
8.9,14.9,3.13,1.0
12.3,1.8,3.15,1.0
11.4,1.8,3.34,1.0
9.6,7.0,3.16,1.0
10.3,8.6,3.33,1.0
11.4,1.8,3.34,1.0
12.1,1.1,3.23,1.0
9.9,1.3,3.46,1.0
9.7,4.9,3.15,1.0
10.5,1.9,3.18,1.0
8.9,10.4,3.04,1.0
9.4,10.0,3.18,1.0
9.6,8.6,3.18,1.0
12.6,1.7,3.4,1.0
9.2,1.7,3.1,1.0
10.4,18.95,3.2,1.0
9.0,12.8,3.0,1.0
9.0,12.8,3.0,1.0
9.0,12.8,3.0,1.0
9.0,12.8,3.0,1.0
9.0,12.8,3.0,1.0
9.0,12.8,3.0,1.0
9.2,0.7,3.22,1.0
9.0,12.8,3.0,1.0
9.7,1.4,3.2,1.0
10.1,13.3,3.34,1.0
11.0,8.5,3.46,1.0
10.8,1.5,3.2,1.0
10.8,11.7,3.22,1.0
13.5,5.0,3.48,1.0
10.6,1.2,3.24,1.0
9.8,2.1,3.23,1.0
11.7,1.4,3.18,1.0
9.8,2.1,3.23,1.0
9.0,16.0,3.34,1.0
11.3,1.1,3.18,1.0
9.4,15.3,3.31,1.0
11.7,1.4,3.18,1.0
11.3,2.8,3.31,1.0
11.3,2.8,3.31,1.0
12.0,0.9,3.2,1.0
10.6,2.5,3.48,1.0
10.8,8.1,3.13,1.0
10.8,8.2,3.12,1.0
12.0,0.9,3.2,1.0
9.4,11.1,3.18,1.0
9.4,7.8,3.19,1.0
11.3,2.8,3.31,1.0
9.4,10.1,3.07,1.0
12.0,3.2,3.39,1.0
10.3,14.2,3.28,1.0
10.3,14.2,3.28,1.0
10.3,14.2,3.28,1.0
11.3,2.9,3.22,1.0
9.4,6.0,3.1,1.0
8.7,20.4,3.14,1.0
9.4,10.1,3.07,1.0
11.3,2.9,3.22,1.0
10.3,14.2,3.28,1.0
12.0,3.2,3.39,1.0
8.0,0.95,3.34,1.0
10.4,1.7,3.44,1.0
10.7,1.7,3.37,1.0
10.2,9.0,3.47,1.0
10.9,1.3,3.56,1.0
10.5,1.4,3.3,1.0
11.7,2.4,3.26,1.0
8.6,16.0,3.13,1.0
9.0,11.4,3.2,1.0
8.7,14.35,2.96,1.0
12.8,2.1,3.1,1.0
9.0,11.4,3.2,1.0
8.7,14.35,2.96,1.0
11.8,1.1,3.28,1.0
11.6,1.1,3.05,1.0
11.8,1.2,3.14,1.0
10.6,15.8,3.24,1.0
9.7,5.2,3.17,1.0
10.3,5.2,3.22,1.0
10.2,9.6,3.15,1.0
10.1,5.2,3.33,1.0
10.9,1.2,3.7,1.0
9.3,0.8,3.24,1.0
10.2,14.45,3.33,1.0
10.2,9.6,3.15,1.0
9.5,6.9,3.11,1.0
9.3,3.4,3.18,1.0
12.9,2.3,3.06,1.0
8.7,11.0,3.14,1.0
9.4,5.95,3.4,1.0
10.1,5.1,3.23,1.0
10.0,5.4,3.19,1.0
11.1,1.2,3.27,1.0
10.3,12.6,3.26,1.0
12.2,1.0,3.24,1.0
9.3,6.6,3.11,1.0
11.3,1.5,3.19,1.0
10.8,1.0,3.04,1.0
11.2,1.1,2.98,1.0
12.5,6.6,3.32,1.0
9.3,8.2,3.39,1.0
12.9,2.0,3.4,1.0
11.2,1.4,3.2,1.0
12.6,2.0,3.0,1.0
9.3,7.5,3.2,1.0
12.9,2.0,3.4,1.0
12.9,2.0,3.41,1.0
9.5,13.3,3.2,1.0
11.9,2.85,3.19,1.0
10.3,5.6,2.93,1.0
10.3,5.6,2.92,1.0
11.2,1.0,3.06,1.0
12.0,3.2,3.18,1.0
9.6,1.0,3.13,1.0
9.2,7.1,3.2,1.0
12.9,2.4,3.03,1.0
9.3,11.2,2.99,1.0
12.1,9.5,3.1,1.0
9.6,1.0,3.13,1.0
11.2,1.8,3.37,1.0
11.2,2.6,3.11,1.0
12.9,2.4,3.03,1.0
9.2,8.0,3.21,1.0
9.3,11.2,2.99,1.0
9.2,7.1,3.2,1.0
9.3,3.3,3.18,1.0
10.7,10.3,3.2,1.0
9.8,1.2,3.05,1.0
10.3,1.6,3.3,1.0
10.7,10.3,3.2,1.0
11.3,9.65,3.28,1.0
8.8,16.4,3.02,1.0
10.8,1.5,3.18,1.0
9.8,1.2,3.05,1.0
9.3,3.3,3.18,1.0
11.5,5.0,3.26,1.0
8.8,16.3,3.26,1.0
8.8,16.3,3.26,1.0
8.8,16.3,3.26,1.0
9.4,6.5,3.19,1.0
9.4,6.4,3.19,1.0
9.6,10.2,3.16,1.0
8.8,16.3,3.26,1.0
9.3,7.4,3.22,1.0
8.9,13.7,3.22,1.0
8.9,13.7,3.22,1.0
10.0,1.3,3.74,1.0
9.1,7.4,3.24,1.0
9.3,7.4,3.22,1.0
9.4,7.45,3.2,1.0
10.1,7.2,3.14,1.0
8.9,13.7,3.22,1.0
10.8,10.4,3.2,1.0
10.0,1.1,3.24,1.0
10.9,6.5,3.03,1.0
12.0,4.6,3.15,1.0
9.3,13.9,2.99,1.0
12.3,5.2,3.22,1.0
10.4,1.7,3.45,1.0
10.9,6.5,3.03,1.0
10.5,16.4,3.22,1.0
9.8,3.6,3.41,1.0
10.5,1.5,3.06,1.0
9.9,12.4,3.16,1.0
11.4,1.7,3.27,1.0
9.2,6.2,3.18,1.0
9.7,6.2,3.09,1.0
10.0,2.6,3.09,1.0
11.4,1.7,3.27,1.0
10.3,9.3,3.13,1.0
9.9,12.4,3.16,1.0
10.5,1.5,3.06,1.0
9.8,9.1,3.16,1.0
9.3,12.0,3.19,1.0
12.4,4.8,3.08,1.0
9.3,12.3,3.16,1.0
9.3,12.0,3.19,1.0
9.5,2.7,3.26,1.0
10.5,3.6,3.08,1.0
10.5,3.6,3.08,1.0
12.8,4.3,3.26,1.0
10.8,1.8,2.99,1.0
10.0,11.8,3.1,1.0
11.8,1.8,3.38,1.0
10.0,11.8,3.1,1.0
11.8,1.8,3.38,1.0
12.0,1.4,3.19,1.0
12.6,6.6,3.18,1.0
11.9,1.55,3.37,1.0
10.6,0.7,3.13,1.0
9.2,6.4,3.42,1.0
10.0,11.8,3.17,1.0
9.2,4.3,3.36,1.0
9.3,5.1,3.36,1.0
10.2,5.8,3.24,1.0
10.2,5.9,3.25,1.0
8.7,1.3,3.14,1.0
10.7,1.4,3.24,1.0
12.1,1.2,3.18,1.0
9.5,7.4,3.12,1.0
11.2,10.8,3.18,1.0
12.0,1.8,2.93,1.0
9.5,7.4,3.12,1.0
